date,sourceType,xeroId,contact,description,accountCode,accountName,accountType,accountClass,lineAmount,taxType
2026-04-04,ACCPAY bill,fdb43319-ad36-4098-956f-ac6372e10659,AZ Motor Spares,---,310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,105,INPUT2
2026-01-14,ACCPAY bill,fe63bdad-14c8-474b-b57c-c176a15ac68f,BANOZE TYRES WHOLESALE,---,310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,16,INPUT2
2026-06-26,ACCPAY bill,fe71ab3f-cfac-418f-ad22-1ae45305f0f9,Napa Auto Parts,---,310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,52.75,INPUT2
2026-06-26,ACCPAY bill,fe71ab3f-cfac-418f-ad22-1ae45305f0f9,Napa Auto Parts,---,310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,0.01,ZERORATEDINPUT
2026-02-23,ACCPAY bill,ffb112e3-bb51-40d9-97f5-d8c21275437a,BANOZE TYRES WHOLESALE,---,310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,34.5,INPUT2
2026-02-02,SPEND bank txn,007fc58a-d9ad-4a95-9983-a684d7559822,DVLA-FR13BNX,DVLA-FR13BNX ref: ,325,Direct Expenses,DIRECTCOSTS,EXPENSE,18.84,NONE
2026-04-27,SPEND bank txn,00f2c6d0-0970-4300-b4bd-bab09ffd41d2,REECE RILEY,Reece Riley ref: ,814,Wages Payable - Payroll,CURRLIAB,LIABILITY,800,NONE
2025-11-17,SPEND bank txn,011e6b0b-5400-4548-a95a-ae47eb9d818c,CAPIFY,CAPIFY ref: ,864,CAPIFY UK LLC,TERMLIAB,LIABILITY,49.16,NONE
2026-02-16,SPEND bank txn,012bdc20-8f5b-40af-a4bb-96834c594193,SCOTT FILL,Scott Fill ref: ,814,Wages Payable - Payroll,CURRLIAB,LIABILITY,200,NONE
2026-02-05,SPEND bank txn,01cf196f-b40c-42cc-9d0b-f6131a64c0b7,PROREMAPS,"PROREMAPS.CO.UK - Unit 4, Whitacre Industrial Park Whitacre Str, HUDDERSFIELD",310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,74.16,INPUT2
2026-03-18,SPEND bank txn,02b9a54a-5297-45d3-9bf7-72f5cbb72b4d,CAPIFY,CAPIFY ref: ,864,CAPIFY UK LLC,TERMLIAB,LIABILITY,49.16,NONE
2025-11-06,SPEND bank txn,02d563ad-c514-4ae3-afa2-28c7d1d88b82,Youlend,YOULEND ref: ,900,You Lend Loan,TERMLIAB,LIABILITY,78.88,NONE
2025-12-01,SPEND bank txn,02fc529c-fc0d-461a-a40c-14b2a98a02f3,Youlend,YOULEND ref: ,900,You Lend Loan,TERMLIAB,LIABILITY,78.88,NONE
2026-02-13,SPEND bank txn,03b75a06-be62-4356-bd8f-55719f65329d,Youlend,YOULEND ref: ,900,You Lend Loan,TERMLIAB,LIABILITY,78.88,NONE
2026-03-13,SPEND bank txn,040fb7a5-1c31-4e81-92fb-729d42aa7562,Youlend,YOULEND ref: ,900,You Lend Loan,TERMLIAB,LIABILITY,78.88,NONE
2025-11-28,SPEND bank txn,04e1135b-a1de-4c68-bade-a962778bbc41,Youlend,YOULEND ref: ,900,You Lend Loan,TERMLIAB,LIABILITY,78.88,NONE
2025-12-18,SPEND bank txn,051ac509-b6e9-4925-8eb3-ef902dbf9b1c,CAPIFY,CAPIFY ref: ,864,CAPIFY UK LLC,TERMLIAB,LIABILITY,49.16,NONE
2025-12-28,SPEND bank txn,054a0358-c517-4a15-a889-ec012790e49f,SCOTT FILL,Scott Fill ref: ,814,Wages Payable - Payroll,CURRLIAB,LIABILITY,500,NONE
2025-12-09,SPEND bank txn,058b9cd4-3226-4fed-ab51-0f02dba4c01c,Alfie Farris,,905,Unallocated fund,CURRENT,ASSET,3000,NONE
2025-11-10,SPEND bank txn,05d7dfbb-cd1d-4c14-8010-bb6e3bc9dd39,CAPIFY,CAPIFY ref: ,864,CAPIFY UK LLC,TERMLIAB,LIABILITY,49.16,NONE
2025-11-06,SPEND bank txn,066f2d4e-2dc4-4c78-aa00-a85ce9fdb439,Credit Flex,CREDIT_FLEX_FASANARA_COLLECTIONS,912,Credit Flex - 827.08,CURRLIAB,LIABILITY,224.11,NONE
2025-12-06,SPEND bank txn,0701a22c-5125-41df-b940-61d870c1c094,Forward security services ltd,Forward security services ltd ref: ,485,Subscriptions,OVERHEADS,EXPENSE,150,INPUT2
2026-01-09,SPEND bank txn,0725506c-b257-48c4-92af-5ad91c30b556,CAPIFY,CAPIFY ref: ,864,CAPIFY UK LLC,TERMLIAB,LIABILITY,49.16,NONE
2025-12-11,SPEND bank txn,076085fc-0c89-4f1d-b751-d11d37dcd2c8,SCOTT FILL,Scott Fill ref: ,814,Wages Payable - Payroll,CURRLIAB,LIABILITY,200,NONE
2026-04-15,SPEND bank txn,07f3df4c-90f5-46c4-85aa-5df5b3d13d1f,dvsa,,325,Direct Expenses,DIRECTCOSTS,EXPENSE,102.5,NONE
2026-01-27,SPEND bank txn,080277ba-e3d2-4f17-9415-d980f2256948,Youlend,YOULEND ref: ,900,You Lend Loan,TERMLIAB,LIABILITY,78.88,NONE
2026-01-14,SPEND bank txn,084df96f-3100-4aaa-9f11-cb01f6d5cdda,SCOTT FILL,Scott Fill ref: ,814,Wages Payable - Payroll,CURRLIAB,LIABILITY,400,NONE
2025-12-31,SPEND bank txn,08851b9b-f585-4f59-8b87-35fbebc1f0a7,CAPIFY,CAPIFY ref: ,864,CAPIFY UK LLC,TERMLIAB,LIABILITY,49.16,NONE
2026-01-02,SPEND bank txn,098e93ae-2d8e-4a22-ab17-fbca014810b2,DAWN ROUND,Dawn Round ref: ,325,Direct Expenses,DIRECTCOSTS,EXPENSE,500,NONE
2025-11-19,SPEND bank txn,09c231a6-10f3-4452-8d2e-f2f312991947,EMS,EMS ref: ,485,Subscriptions,OVERHEADS,EXPENSE,53,INPUT2
2025-11-11,SPEND bank txn,0a44c69b-e3fd-4703-b06a-1c09458a1796,Youlend,YOULEND ref: ,900,You Lend Loan,TERMLIAB,LIABILITY,78.88,NONE
2026-02-05,SPEND bank txn,0a5d38ff-4ec5-4270-af06-d66788031860,KMC,Loan Repayments Pending Documentation from Client,904,KMC,CURRLIAB,LIABILITY,650,NONE
2026-04-30,SPEND bank txn,0ace2b9a-db04-44bb-9119-a7e58d63b21f,Youlend,YOULEND ref: ,900,You Lend Loan,TERMLIAB,LIABILITY,78.88,NONE
2025-12-18,SPEND bank txn,0af91aa2-a0e6-40b0-91f6-26e543cfcbce,Youlend,YOULEND ref: ,900,You Lend Loan,TERMLIAB,LIABILITY,78.88,NONE
2026-02-25,SPEND bank txn,0b4a1d33-7f34-4d26-ae9a-76411565a0cd,Amazon,"AMZNMktplace*Z33UX91D4 - 1 Principal Pl, Worship St, LONDON",310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,33.27,INPUT2
2026-04-21,SPEND bank txn,0bc4bd99-5d83-48f0-a659-c9d0ebd8e317,CAPIFY,CAPIFY ref: ,864,CAPIFY UK LLC,TERMLIAB,LIABILITY,74.16,NONE
2026-01-07,SPEND bank txn,0bd00ef1-ed26-459e-b5b6-04b601aa4dc1,Youlend,YOULEND ref: ,900,You Lend Loan,TERMLIAB,LIABILITY,78.88,NONE
2026-01-24,SPEND bank txn,0c2355e7-013c-4657-a209-2601b4a97e00,PROREMAPS,"PROREMAPS.CO.UK - Unit 4, Whitacre Industrial Park Whitacre Str, HUDDERSFIELD",310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,74.16,INPUT2
2026-02-11,SPEND bank txn,0c411630-3a33-4fcc-9b26-964799229a1d,CAPIFY,CAPIFY ref: ,864,CAPIFY UK LLC,TERMLIAB,LIABILITY,49.16,NONE
2026-01-02,SPEND bank txn,0c807f0a-85a2-40e3-8f16-04594ba08a81,Youlend,YOULEND ref: ,900,You Lend Loan,TERMLIAB,LIABILITY,78.88,NONE
2025-11-03,SPEND bank txn,0cd1e436-1104-487a-9e21-3e14b9c3c93b,MORE THAN ACCOUNT,MORE THAN ACCOUNT ref: ,401,Audit & Accountancy fees,OVERHEADS,EXPENSE,760.8,INPUT2
2026-04-13,SPEND bank txn,0d63330d-5450-471d-80cd-a1b2763d11d1,Youlend,YOULEND ref: ,900,You Lend Loan,TERMLIAB,LIABILITY,78.88,NONE
2026-03-19,SPEND bank txn,0d69298a-58ce-4fe0-90de-fa1e7cb17ce8,Youlend,YOULEND ref: ,900,You Lend Loan,TERMLIAB,LIABILITY,78.88,NONE
2025-12-17,SPEND bank txn,0d99dc02-9987-4c9a-b866-b76a34124c8f,Youlend,YOULEND ref: ,900,You Lend Loan,TERMLIAB,LIABILITY,78.88,NONE
2026-02-10,SPEND bank txn,0d9a5399-5240-4cc9-9d94-0c4d6cb8ea0c,CAPIFY,CAPIFY ref: ,864,CAPIFY UK LLC,TERMLIAB,LIABILITY,49.16,NONE
2026-01-05,SPEND bank txn,0dea1651-a470-42e1-b9a1-99f8b3cb5c99,KMC,Loan Repayments Pending Documentation from Client,904,KMC,CURRLIAB,LIABILITY,650,NONE
2026-01-02,SPEND bank txn,0e3a3e7f-ff1a-46f8-980c-9bdccf8af096,Youlend,YOULEND ref: ,900,You Lend Loan,TERMLIAB,LIABILITY,78.88,NONE
2026-03-20,SPEND bank txn,0eed62f0-9a71-434e-89df-3133cf11197d,Perrys Motor Sales,,310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,460.08,INPUT2
2026-01-26,SPEND bank txn,0f51e1e6-6cc9-4d5d-9911-69eecbb146b5,Youlend,YOULEND ref: ,900,You Lend Loan,TERMLIAB,LIABILITY,78.88,NONE
2026-02-05,SPEND bank txn,0fdea6c8-04f1-4512-a317-4dd78e12968e,CAPIFY,CAPIFY ref: ,864,CAPIFY UK LLC,TERMLIAB,LIABILITY,49.16,NONE
2026-06-26,SPEND bank txn,111d48d5-188f-4f85-8769-87b0af321c34,Credit Flex,CREDIT_FLEX_FASANARA_COLLECTIONS,921,Credit Flex 3500,CURRLIAB,LIABILITY,39.96,NONE
2025-11-06,SPEND bank txn,117d9ae1-834c-4f7a-8295-bfd8cf3c496a,A-Z Motor Spares,"A-Z Motor Spares Ltd - A-Z Motor Spares Ltd Old Fieldhouse Lane, Huddersfield",310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,187.99,INPUT2
2025-11-13,SPEND bank txn,11f29760-3637-468b-80aa-3207db609415,CLEARBUSINESS,Subscription for payments solution provider ,485,Subscriptions,OVERHEADS,EXPENSE,18,INPUT2
2026-02-25,SPEND bank txn,122df8f0-1973-4b59-9e3e-af1eada9b401,CAPIFY,CAPIFY ref: ,864,CAPIFY UK LLC,TERMLIAB,LIABILITY,49.16,NONE
2026-02-11,SPEND bank txn,1247e20c-0ec9-445f-a022-d1c9152dec99,CAPITAL ON TAP,CAPITAL ON TAP ref: ,835,Directors' Loan Account,CURRLIAB,LIABILITY,1398.42,NONE
2025-12-04,SPEND bank txn,1280c59f-eca2-4407-978e-a1a4b92b1cea,CAPIFY,CAPIFY ref: ,864,CAPIFY UK LLC,TERMLIAB,LIABILITY,49.16,NONE
2025-12-22,SPEND bank txn,1296fb85-1e47-47f8-a449-66bfaa096b12,SCOTT FILL,Scott Fill ref: ,814,Wages Payable - Payroll,CURRLIAB,LIABILITY,300,NONE
2026-01-24,SPEND bank txn,135e2fa1-5efe-4e26-a549-89dd28c7a8c6,DEBT & REVENUE SERVICE,,825,PAYE Payable,CURRLIAB,LIABILITY,500,NONE
2025-11-10,SPEND bank txn,138e01f4-bfdb-45e0-8ccd-390f6a476b47,Forward security services ltd,Forward security services ltd ref: ,485,Subscriptions,OVERHEADS,EXPENSE,150,INPUT2
2026-04-24,SPEND bank txn,13a62d95-dff6-4610-b2d8-030cf43c6e79,CAPIFY,CAPIFY ref: ,864,CAPIFY UK LLC,TERMLIAB,LIABILITY,49.16,NONE
2026-04-11,SPEND bank txn,13e18b8c-0c72-4adb-9906-93492a670ec0,MOT MANAGER,,485,Subscriptions,OVERHEADS,EXPENSE,150,INPUT2
2025-11-07,SPEND bank txn,145ae263-c753-4f1f-88b7-a87d83901da2,Ebay,"eBay O*11-13379-61411 - 1 MORE LONDON PLACE, INTERNET",310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,25.02,INPUT2
2026-02-26,SPEND bank txn,14ff2f06-2963-4de1-bd50-9e08837b4c04,Youlend,YOULEND ref: ,900,You Lend Loan,TERMLIAB,LIABILITY,78.88,NONE
2025-11-10,SPEND bank txn,151f08bc-0a98-406c-9635-d5057526a93a,HAYDEN FILL,HAYDEN FILL ref: ,325,Direct Expenses,DIRECTCOSTS,EXPENSE,145,NONE
2025-11-18,SPEND bank txn,1522bffc-5ee8-4b33-a1a3-08c26c825fc7,PROREMAPS,"PROREMAPS.CO.UK - Unit 4, Whitacre Industrial Park Whitacre Str, HUDDERSFIELD",310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,74.16,INPUT2
2025-12-10,SPEND bank txn,1659f8c5-294e-4a6e-8caa-350dbb3743c3,MYPOS,,485,Subscriptions,OVERHEADS,EXPENSE,24,NONE
2026-02-18,SPEND bank txn,16c8068f-4dce-43b2-8cb3-d334ac675cb0,CAPIFY,CAPIFY ref: ,864,CAPIFY UK LLC,TERMLIAB,LIABILITY,49.16,NONE
2026-02-28,SPEND bank txn,17117132-8af2-4a0c-acea-d2c6a6b08b83,Credit Flex,CREDIT_FLEX_FASANARA_COLLECTIONS,914,Credit Flex 1530.15,CURRLIAB,LIABILITY,414.61,NONE
2025-12-03,SPEND bank txn,17cc95cd-c714-4ca8-bd09-c79f7e013f7c,Youlend,YOULEND ref: ,900,You Lend Loan,TERMLIAB,LIABILITY,78.88,NONE
2025-11-21,SPEND bank txn,1811ee2f-072c-4824-a25d-0f720b91842c,PROREMAPS,"PROREMAPS.CO.UK - Unit 4, Whitacre Industrial Park Whitacre Str, HUDDERSFIELD",310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,74.16,INPUT2
2026-01-09,SPEND bank txn,18406526-300c-4867-b944-c67bcfc6500b,Forward security services ltd,Forward security services ltd ref: ,485,Subscriptions,OVERHEADS,EXPENSE,150,INPUT2
2025-12-05,SPEND bank txn,184b9a2c-d181-4d9b-90f3-d16bca654978,KMC,Loan Repayments Pending Documentation from Client,904,KMC,CURRLIAB,LIABILITY,650,NONE
2026-04-26,SPEND bank txn,1853e4ed-3db6-494b-881f-ee9f0e4f3780,Ebay,"eBay O*03-13345-59133 - 1 MORE LONDON PLACE, INTERNET",310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,53.88,INPUT2
2025-12-12,SPEND bank txn,18653de1-5b74-4e24-ac17-671cdf7d76e1,BANOZE TYRES WHOLESALE,VAT No: GB247160514,310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,53.76,INPUT2
2026-03-22,SPEND bank txn,187becd3-dace-4a66-b47b-014334b2eaf2,Credit Flex,CREDIT_FLEX_FASANARA_COLLECTIONS,915,Credit Flex 1650,CURRLIAB,LIABILITY,307.62,NONE
2026-01-14,SPEND bank txn,18e21000-66ab-40d9-b787-56f0f635cf42,Youlend,YOULEND ref: ,900,You Lend Loan,TERMLIAB,LIABILITY,78.88,NONE
2026-01-05,SPEND bank txn,190c0648-3553-4b4d-8559-8440b1e8c51c,MARKETPLACE MERCHA,MARKETPLACE MERCHA ref: ,400,Advertising & Marketing,OVERHEADS,EXPENSE,36,NONE
2026-04-22,SPEND bank txn,1957458c-5c4c-4f74-b419-eda66a484dcc,BOOKMYGARAGE,,310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,24,NONE
2025-12-05,SPEND bank txn,19b947fc-b3f7-4b13-a5a5-4390519a138c,Youlend,YOULEND ref: ,900,You Lend Loan,TERMLIAB,LIABILITY,78.88,NONE
2026-01-10,SPEND bank txn,1a8bdb09-1e25-4007-908a-a2d0bfeb8a24,SCOTT FILL,Scott Fill ref: ,814,Wages Payable - Payroll,CURRLIAB,LIABILITY,250,NONE
2026-02-17,SPEND bank txn,1aad06d4-cd01-419d-82f2-33fe8c6ed807,Credit Flex,CREDIT_FLEX_FASANARA_COLLECTIONS,922,Credit Flex 850,CURRLIAB,LIABILITY,158.47,NONE
2026-04-24,SPEND bank txn,1aea5210-beae-46c7-9e8a-35e6d6a5ff14,Youlend,YOULEND ref: ,900,You Lend Loan,TERMLIAB,LIABILITY,78.88,NONE
2025-11-01,SPEND bank txn,1b29951f-6353-4b38-bf51-b54669cd2406,Amazon,"AMZNMktplace*CD1GM97D5 - 1 Principal Pl, Worship St, LONDON",310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,53.68,INPUT2
2026-04-29,SPEND bank txn,1b5775d2-ef14-48df-b60e-51b3f5b1b87a,CAPIFY,CAPIFY ref: ,864,CAPIFY UK LLC,TERMLIAB,LIABILITY,49.16,NONE
2025-11-17,SPEND bank txn,1c38881f-2dc9-461f-baa1-ca5a20cea94c,Youlend,YOULEND ref: ,900,You Lend Loan,TERMLIAB,LIABILITY,78.88,NONE
2026-01-23,SPEND bank txn,1c4d3738-019a-4f01-9efc-8f99419c611f,dvsa,,325,Direct Expenses,DIRECTCOSTS,EXPENSE,102.5,NONE
2026-04-17,SPEND bank txn,1c6e929a-ad50-4097-9e4a-c95b61f3f1d2,Youlend,YOULEND ref: ,900,You Lend Loan,TERMLIAB,LIABILITY,78.88,NONE
2026-04-27,SPEND bank txn,1d8707ec-1075-48a6-98f1-6ab37b9ca212,BIFFA WASTE SERVIC,BIFFA WASTE SERVIC ref: ,408,Cleaning,OVERHEADS,EXPENSE,126.34,INPUT2
2025-11-24,SPEND bank txn,1d9c2618-5551-4fe4-b48a-63de11302a62,CAPIFY,CAPIFY ref: ,864,CAPIFY UK LLC,TERMLIAB,LIABILITY,49.16,NONE
2026-01-19,SPEND bank txn,1dc0854d-bcde-40de-9034-36c360134578,Amazon,"AMZNMktplace*Z33UX91D4 - 1 Principal Pl, Worship St, LONDON",310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,33.27,INPUT2
2025-12-05,SPEND bank txn,1e58c8a3-3d9b-4665-8f03-96509d9015f2,CAPIFY,CAPIFY ref: ,864,CAPIFY UK LLC,TERMLIAB,LIABILITY,49.16,NONE
2025-12-10,SPEND bank txn,1eb88c29-221d-41d7-bd63-e880df995eb1,Youlend,YOULEND ref: ,900,You Lend Loan,TERMLIAB,LIABILITY,78.88,NONE
2026-04-22,SPEND bank txn,1ef4b946-454e-4eda-bdbe-f79aadcc4d79,Youlend,YOULEND ref: ,900,You Lend Loan,TERMLIAB,LIABILITY,78.88,NONE
2026-03-09,SPEND bank txn,1fadbcde-624c-462a-b0bd-149d9e6ae48d,BOOKMYGARAGE,,310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,24,NONE
2026-02-04,SPEND bank txn,1fd6109b-0649-42e4-bcb0-3123ea44083e,CAPIFY,CAPIFY ref: ,864,CAPIFY UK LLC,TERMLIAB,LIABILITY,49.16,NONE
2026-05-22,SPEND bank txn,20066d46-b141-434b-831b-8ca0e21272df,Credit Flex,CREDIT_FLEX_FASANARA_COLLECTIONS,915,Credit Flex 1650,CURRLIAB,LIABILITY,307.62,NONE
2026-02-02,SPEND bank txn,204222b3-ddd8-4b5f-927c-4e336849d1e8,DVLA-VN08LZK,DVLA-VN08LZK ref: ,325,Direct Expenses,DIRECTCOSTS,EXPENSE,22.31,NONE
2026-01-09,SPEND bank txn,20515891-6895-450d-9b1a-0d6a54f3c43c,SARAH SCHOFIELd,Sarah Schofield ref: ,310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,380,INPUT2
2026-04-13,SPEND bank txn,20b271e1-96bf-4cd0-a7b1-05580063c24f,BOOKMYGARAGE,,310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,24,NONE
2026-03-20,SPEND bank txn,2101a721-2a69-42d2-bb32-66e72376cf51,CAPIFY,CAPIFY ref: ,864,CAPIFY UK LLC,TERMLIAB,LIABILITY,49.16,NONE
2026-02-26,SPEND bank txn,22567c14-5255-4b0f-a5cc-6971e80ce385,Mr R A Billings,Mr R A Billings ref: ,835,Directors' Loan Account,CURRLIAB,LIABILITY,500,NONE
2026-01-15,SPEND bank txn,236f0a46-26b6-4e21-af77-eb0de172f5fa,CAPIFY,CAPIFY ref: ,864,CAPIFY UK LLC,TERMLIAB,LIABILITY,49.16,NONE
2026-04-15,SPEND bank txn,23803651-1b52-43bd-b31f-2e1338bd4eb2,CLEARBUSINESS,Subscription for payments solution provider ,485,Subscriptions,OVERHEADS,EXPENSE,18,INPUT2
2025-12-17,SPEND bank txn,238ba759-1fcc-4cfb-83c3-dcb5441c9cf1,CAPIFY,CAPIFY ref: ,864,CAPIFY UK LLC,TERMLIAB,LIABILITY,49.16,NONE
2026-02-02,SPEND bank txn,23ce7fad-b13d-458d-85f2-ecdec87d87e8,DAWN ROUND,Dawn Round ref: ,325,Direct Expenses,DIRECTCOSTS,EXPENSE,500,NONE
2026-02-25,SPEND bank txn,2444acfb-1a87-40a2-b6e2-83d41a1a2afd,PROREMAPS,"PROREMAPS.CO.UK - Unit 4, Whitacre Industrial Park Whitacre Str, HUDDERSFIELD",310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,74.16,INPUT2
2025-11-03,SPEND bank txn,24c8ea14-4c3b-4418-953a-0586282d163a,DVLA-FR13BNX,DVLA-FR13BNX ref: ,325,Direct Expenses,DIRECTCOSTS,EXPENSE,18.37,NONE
2025-12-02,SPEND bank txn,24e744e1-0fe7-4afe-a0c7-0de0f3ec35ed,dvsa,,325,Direct Expenses,DIRECTCOSTS,EXPENSE,102.5,NONE
2026-02-06,SPEND bank txn,24fc8950-caab-4a66-b1f8-a775ec060975,Credit Flex,CREDIT_FLEX_FASANARA_COLLECTIONS,912,Credit Flex - 827.08,CURRLIAB,LIABILITY,224.78,NONE
2025-11-03,SPEND bank txn,2585c99f-8d11-4ef2-982a-c2ab7f0b318c,Iwoca,"WWW.IWOCA.CO.UK - Central Court 25 Southampton Buildings C/O Ci, LONDON",901,IWOCA Loan,TERMLIAB,LIABILITY,827.08,NONE
2026-03-05,SPEND bank txn,258d6df2-987f-4dff-8fce-8add07530f52,Youlend,YOULEND ref: ,900,You Lend Loan,TERMLIAB,LIABILITY,78.88,NONE
2025-11-28,SPEND bank txn,264b11d1-b5f0-4eeb-9f79-4d7653d75702,Mr R A Billings,Mr R A Billings ref: ,835,Directors' Loan Account,CURRLIAB,LIABILITY,500,NONE
2026-02-09,SPEND bank txn,273c194e-420b-4eeb-85ba-915c096cd9f9,CAPIFY,CAPIFY ref: ,864,CAPIFY UK LLC,TERMLIAB,LIABILITY,49.16,NONE
2026-04-01,SPEND bank txn,27be77dc-2734-49fc-9a1e-eafe29fe8587,Youlend,YOULEND ref: ,900,You Lend Loan,TERMLIAB,LIABILITY,78.88,NONE
2026-04-07,SPEND bank txn,28d4a38c-afb7-4a96-a606-20c76f1153f5,Credit Flex,CREDIT_FLEX_FASANARA_COLLECTIONS,919,Credit Flex 950,CURRLIAB,LIABILITY,16.81,NONE
2026-01-15,SPEND bank txn,28f47410-e5ad-4cc0-b944-91a720df0c02,PROREMAPS,"PROREMAPS.CO.UK - Unit 4, Whitacre Industrial Park Whitacre Str, HUDDERSFIELD",310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,74.16,INPUT2
2025-12-02,SPEND bank txn,2913b856-0031-4a3c-b007-24937e9f731b,MARKETPLACE MERCHA,MARKETPLACE MERCHA ref: ,400,Advertising & Marketing,OVERHEADS,EXPENSE,36,NONE
2025-11-20,SPEND bank txn,29873e54-2237-4ffc-abc6-a957601ecc87,Youlend,YOULEND ref: ,900,You Lend Loan,TERMLIAB,LIABILITY,78.88,NONE
2026-04-02,SPEND bank txn,29fb78e3-c89e-4343-9e7f-f233239b9b4b,DAWN ROUND,Dawn Round ref: ,325,Direct Expenses,DIRECTCOSTS,EXPENSE,500,NONE
2025-12-03,SPEND bank txn,2b2c2457-510e-4d80-a6c4-6bc06cf51bd3,Iwoca,"WWW.IWOCA.CO.UK - Central Court 25 Southampton Buildings C/O Ci, LONDON",901,IWOCA Loan,TERMLIAB,LIABILITY,827.08,NONE
2026-03-11,SPEND bank txn,2c860ce8-fa09-4bbc-9e68-2268be9fd098,CAPIFY,CAPIFY ref: ,864,CAPIFY UK LLC,TERMLIAB,LIABILITY,49.16,NONE
2025-12-11,SPEND bank txn,2d37b70f-60ae-46bd-8049-53bb1d983708,Greno Garage & Engineering Ltd,,310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,144,NONE
2026-01-22,SPEND bank txn,2d8d02bd-e89f-4559-84d3-24dddfcfea4d,Credit Flex,CREDIT_FLEX_FASANARA_COLLECTIONS,915,Credit Flex 1650,CURRLIAB,LIABILITY,307.62,NONE
2026-01-14,SPEND bank txn,2da0ca01-8253-49a9-adcc-2bf9ab83b6d1,CLEARBUSINESS,Subscription for payments solution provider ,485,Subscriptions,OVERHEADS,EXPENSE,18,INPUT2
2026-01-02,SPEND bank txn,2e34d949-924e-47a7-a572-b72feb2b9131,DVLA-N15NAH,DVLA-N15NAH ref: ,325,Direct Expenses,DIRECTCOSTS,EXPENSE,22.31,NONE
2026-03-02,SPEND bank txn,2e877eef-62a4-462d-98e9-a10f01929c4f,DAWN ROUND,Dawn Round ref: ,325,Direct Expenses,DIRECTCOSTS,EXPENSE,500,NONE
2026-04-21,SPEND bank txn,2ee5fa66-68e9-46f1-8d35-14ed94c8a984,ICONIC MEDIA,GB 343968563,400,Advertising & Marketing,OVERHEADS,EXPENSE,30,INPUT2
2026-04-21,SPEND bank txn,2f214f54-cddd-42b2-8a16-1148056b10eb,JOHNSONS WORKWEAR 1,VAT: GB825489105,492,Workwear,EXPENSE,EXPENSE,94.8,INPUT2
2025-11-21,SPEND bank txn,2f2791ff-5c71-4ae5-86b8-d424fa278f89,Youlend,YOULEND ref: ,900,You Lend Loan,TERMLIAB,LIABILITY,78.88,NONE
2025-11-03,SPEND bank txn,2f92aaa6-a3cf-460a-b8f8-dce7baff609d,Youlend,YOULEND ref: ,900,You Lend Loan,TERMLIAB,LIABILITY,78.88,NONE
2025-11-05,SPEND bank txn,2feaf521-ff1e-4264-9262-30e7b5ba7c70,KMC,Loan Repayments Pending Documentation from Client,904,KMC,CURRLIAB,LIABILITY,650,NONE
2025-11-03,SPEND bank txn,2fee9806-c6fe-4a10-b962-605489a3ed0a,Amazon,"AMZNMktplace*8H6N46D65 - 1 Principal Pl, Worship St, LONDON",310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,23.99,INPUT2
2025-12-22,SPEND bank txn,3060f90d-7a60-49eb-baf9-6706b4c2a6c9,BOOKMYGARAGE,,310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,24,NONE
2025-12-12,SPEND bank txn,3070a90d-7075-4212-bd76-70180818458b,GB PRINT & WEBSITE,,461,Printing & Stationery,OVERHEADS,EXPENSE,330,NONE
2026-02-17,SPEND bank txn,31358938-229e-48a8-81ac-d7274552fd01,Amazon,"AMZNMktplace*Z33UX91D4 - 1 Principal Pl, Worship St, LONDON",310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,23.99,INPUT2
2026-02-09,SPEND bank txn,313f2fff-6625-4f3a-833b-9e499ecd0e8a,Youlend,YOULEND ref: ,900,You Lend Loan,TERMLIAB,LIABILITY,78.88,NONE
2025-11-06,SPEND bank txn,31a9224a-0b39-44af-903d-fc6ed3e1eac4,CAPIFY,CAPIFY ref: ,864,CAPIFY UK LLC,TERMLIAB,LIABILITY,49.16,NONE
